domain,company,stratum,country,vertical,industry_raw,employees,n_article_urls,posts_probed,posts_en,posts_informational,posts_usable,languages,est_usable_total,sample_titles
blueorangegames.com,Blue Orange,ft1000_wayback:20230425220624,eu,ecommerce_retail,Games industry,,145,5,5,3,2,en,58,"Marketing and Sales Tips for Small Businesses – Finale - Blu | Why You Should Tease Your Brain - Blue Orange Games Blog | Congratulations to Bird in Hand in Chico, CA for Winning Jul"
una.com,UNA,inc.com_api_i5list,us,services_other,Business Products & Services,,144,5,5,3,3,en,86,The Gatekeepers of Supplier Innovation | How to Choose the Best Procurement Software | Is Centralized Procurement Right for You? What You Need to K
mydbsync.com,DBSync,inc.com_api_i5list,us,software_saas,IT Services,,141,5,5,4,3,en,85,DBSync – Marketing Automation and CRM Platforms Integration | DBSync – Data Archival Solutions with Cloud Replication | DBSync Blogs | Smart inventory management with QuickBooks an
eatwellnashville.com,Eat Well Nashville,inc.com_api_i5list,us,ecommerce_retail,Food & Beverage,,140,5,5,5,4,en,112,It's Grillin' Time! | Support Your Local Mom & Pop Shop! | Drinking Water Is The Most Important Thing You Can Do Today
kitrum.com,Kitrum,inc.com_api_i5list,us,services_other,IT Services,,139,5,5,5,5,en,139,Create Custom CRM: How Much Money and Time Does It Take? | Serverless Approach Is Moving Node.js Forward. Are You In? | How to Decrease Attrition Rate with the Help of Outsourcing 
popularpays.com,Popular Pays,yc_directory,us,software_saas,saas,,138,5,5,3,3,en,83,"Byte vs. TikTok | Popular Pays | Make Noise, with Purpose - Popular Pays | Spotlight: New York City Influencers | Popular Pays"
vestwell.com,Vestwell,inc.com_api_i5list,us,fintech_insurance,Financial Services,,137,5,5,2,2,en,55,"Top Mistakes Made by 401(k) Plan Sponsors | Vestwell | Wolters Kluwer’s ftwilliam.com Partners with Vestwell to Bri | Vestwell Launches Next Evolution of its 401(k) Platform, Rem"
itprosusa.com,Information Technology Professionals,inc.com_api_i5list,us,services_other,IT Services,,135,5,5,4,2,en,54,Sign Up for YouTube Recordings of the After Work Network - I | Weather-proof Your Business with a Mobile Work Environment - | Tips for Keeping Your Information Safe While Using Public Wi
intakeq.com,IntakeQ,g2.com_wayback,other,health,Telemedicine,,135,5,5,3,3,en,81,How to Declutter Your Email to Achieve Inbox Zero | Patient intake efficiency: 5 strategies - Online Intake Form | Teletherapy Best Practices to Get You Up and Running Fast - 
juliannarae.com,Julianna Rae,inc.com_api_i5list,us,ecommerce_retail,Retail,,132,5,5,2,2,en,53,"Lingerie styles from the past: a peek at the &#8217;50s, &#8 | Celebrate! A 3-Day weekend is HERE! | Hello July! &#8230;and Welcome National Ice Cream Month!"
mckeehomesnc.com,McKee Homes,inc.com_api_i5list,us,services_other,Real Estate,,128,5,5,4,2,en,51,Find A New Home – 2021 Edition | McKee Homes | Behind-The-Scenes: Designing Your New Home I Design Studio | Improved Insulation and Air Infiltration Systems
avantstay.com,AvantStay,inc.com_api_i5list,us,services_other,Travel & Hospitality,,117,5,5,5,5,en,117,Top 10 Best Lake Tahoe Hiking Trails | Atlas by AvantStay® | Atlas by AvantStay | AvantStay’s Top Destinations to WFH on Vacation | AvantStay®
swellcx.com,Swell,g2.com_wayback,us,software_saas,Accounting,,117,5,5,4,2,en,47,Subscribe to Our Newsletter | Subscribe to Our Newsletter | 11 Ways To Stand Out With Online Reviews
fourthandheart.com,4th & Heart,inc.com_api_i5list,us,ecommerce_retail,Food & Beverage,,113,5,5,2,2,en,45,Your New Favorite Oatmeal | How much does 4th & Heart ghee cost? | 10 Delicious Cold Weather Keto Recipes Featuring Ghee
textiq.com,Text IQ,inc.com_api_i5list,us,software_saas,Software,,112,5,5,4,4,en,90,"Better Walls, Better eDiscovery - Text IQ | Insights From The Inevitable: Predictions on Federal Privacy | Insights From The Inevitable: Cyber Insurance in the Data Br"
intimetec.com,In Time Tec,inc.com_api_i5list,us,services_other,Software,,111,5,5,4,2,en,44,Discover Yourself as a Leader | Press Release- In Time Tec opens new Meridian Office | Seven Benefits of Modernizing Legacy Software or Systems
climbcredit.com,Climb Credit,inc.com_api_i5list,us,fintech_insurance,Education,,104,5,5,4,3,en,62,Spring Cleaning Your Finances | 9 Steps to a Stronger LinkedIn Profile | The Career Learnscape: Lifelong Learning Meets Workforce Pla
somerfordassociates.com,Somerford Associates,ft1000_wayback:20220301043147,uk,services_other,Technology,,101,5,5,5,3,en,61,Centrify Zero Trust: Top 3 PAM features for Infrastructure S | Blog Post: Office 365 Lifecycle Management with Okta | Blog: Extending Vault - Zero Trust with HashiCorp Boundary
birddoghr.com,BirdDogHR,inc.com_api_i5list,us,software_saas,Software,,98,5,5,3,2,en,39,Planning for Success | What New Hires Want | How to Recruit for Retention
pingidentity.com,Ping Identity,g2.com_wayback,us,software_saas,Identity and Access Management (IAM),,97,5,5,3,3,en,58,Encryption: You gotta have heart | How the modern computing era will change IAM game | Why PingOne's heart doesn't skip a beat: MySQL Galera
awkwardstyles.com,AWKWARD STYLES,inc.com_api_i5list,us,ecommerce_retail,Retail,,92,4,4,4,4,en,92,Halloween Marketing and Print on Demand Design Ideas - Awkwa | Marketing Musts for Defining Your Target Audience - Awkward  | Top 6 Creative Mockup Generators in 2021 - Awkward Styles Bl
jiminys.com,Jiminy's,inc.com_api_i5list,us,ecommerce_retail,Consumer Products,,89,5,5,5,5,en,89,Helpful Tips on How to Walk Dogs on a Leash | Ways to Help Your Aging Dog with Mobility Issues | How To Keep Your Dog Calm This 4th of July
crosslaketech.com,Crosslake Technologies,inc.com_api_i5list,us,services_other,IT Services,,88,5,5,3,2,en,35,"Press Release: New Book Warns of No ""Silver Bullet"" to Corre | The Adversity of Training - Crosslake Blog | Using a Test Oracle - Crosslake Blog"
inovapayroll.com,Inova Payroll,inc.com_api_i5list,us,software_saas,Human Resources,,87,5,5,5,5,en,87,Regulatory Changes that Impact HR and Payroll in 2018 | Returning to the Office During COVID-19 | 8 Tips for Writing Inclusive Job Descriptions
terralogic.com,Terralogic Technologies,inc.com_api_i5list,us,services_other,IT Services,,87,5,5,3,2,en,35,Schedule Meeting | Schedule Meeting | Schedule Meeting
liquipel.com,Liquipel,inc.com_api_i5list,us,ecommerce_retail,Consumer Products,,86,5,5,2,2,en,34,Facebook Introduces New Dating App - Liquipel Blog | The Future of the iPhone - Liquipel Blog | 3 Best Dive Sites In The World - Liquipel Blog
leadspace.com,Leadspace,inc.com_api_i5list,us,software_saas,Software,,86,5,5,4,4,en,69,"7 Best Practices for Effective Data Management in 2019 | Top 25 Inside Sales and Sales Enablement Blogs | Martech Interview with Amnon Mishor, Founder and CTO, Leadsp"
avocademy.com,Avocademy,yc_directory,us,edtech,other,,85,4,4,4,3,en,64,What Does an Entry-Level UX Designer Do? | The Best UX Design Bootcamps of 2022 | Why UX/UI design can be the perfect career for introverts?
listingspark.com,ListingSpark,inc.com_api_i5list,us,services_other,Real Estate,,85,5,5,5,4,en,68,"Get Your Home Ready to Sell in 2019 - ListingSpark | 7 Social Media Tricks to Increase Flip Profit and Home Equit | How Photos Can Increase Flip Profits up to $11,000 - Listing"
skgtexas.com,Shelton-Keller Group,inc.com_api_i5list,us,services_other,Business Products & Services,,81,5,5,2,2,en,32,SKG Is Among Austin’s Fastest Growing Companies | Embracing Gen Z | Tips for a Healthy Work Experience
trustradius.com,TrustRadius,inc.com_api_i5list,us,services_other,Business Products & Services,,78,5,5,3,3,en,47,Qualaroo | Embracing Transparency: The Next Big Trend in B2B Technology | Qualaroo
skingymco.com,Skin Gym,inc.com_api_i5list,us,ecommerce_retail,Retail,,78,5,5,4,3,en,47,6 Skin Care Tools You Should Be Adding to Your Skin Care Rou | Model Beauty Routine: Kelsey Kinsel | How to Use Your Microroller Like a Pro
telliant.com,Telliant Systems,inc.com_api_i5list,us,services_other,Software,,77,5,5,4,3,en,46,Benefits of Offshore Outsourcing during Economic Slowdown | How to Get the Most Out of Embedded Analytics To Help Your F | Continuous Software Delivery is important to Your Business S
markaz.app,Markaz Technologies,yc_directory,us,ecommerce_retail,ecommerce,,77,5,5,5,5,en,77,How to make money online in Pakistan without investment? | 15 Unique Online Business Ideas For Budding Pakistani Entrep | How To Successfully Sell Jewellery Online in Pakistan (Pract
westpacwealth.com,WestPac Wealth Partners,inc.com_api_i5list,us,fintech_insurance,Financial Services,,76,5,5,2,2,en,30,Best companies to work for in Oregon | Establishing a Secure Financial Foundation | The Common Element Among Unique and Successful Businesses
iconicit.com,Iconic IT,inc.com_api_i5list,us,services_other,IT Services,,72,5,5,4,4,en,58,Adaptive Manufacturing Technology and the Modern Factory | Are Office Football Pools a Good Idea? | Virtual Mission Briefing with Iconic IT's Matt Lee along wit
inito.com,Inito,yc_directory,us,health,ecommerce,,70,5,5,5,5,en,70,How To Know If You Are Ovulating Late? A Simple Guide For Wo | Ovulation bleeding vs. Implantation bleeding: How long does  | Using Ovulation Tests with PCOS: Can You Trust the Accuracy?
evonence.com,Evonence,inc.com_api_i5list,us,services_other,Business Products & Services,,70,5,5,5,3,en,42,End Point Verification for G suite | G Suite Collaboration Software For Car Dealers | G Suite basic: Restore Deleted Data
radiusnetworks.com,Radius Networks,inc.com_api_i5list,us,software_saas,Software,,70,5,5,5,4,en,56,"Beacon Monitoring in the Background and Foreground | Beacon Ranging, Region Monitoring, and Advertising in iOS 11 | Geofence Performance Testing on iOS"
dynatrace.com,Dynatrace,g2.com_wayback,us,software_saas,Application Performance Monitoring (APM),,66,5,5,2,2,en,26,"Dynatrace Europe Tour: APM Perspectives from London, Paris & | The era of servlet containers is over | Dynatrace blog – mon | Introducing the Topology and Smartscape API | Dynatrace blog"
sandcloud.com,Sand Cloud,inc.com_api_i5list,us,ecommerce_retail,Retail,,62,5,5,4,3,en,37,The Last Straw | Turkish Towels 101: What are turkish towels? | Problematic Plastic
embarksafety.com,Embark Safety,inc.com_api_i5list,us,software_saas,Software,,61,5,5,4,2,en,24,“High-risk driver” in the eyes of commercial auto insurance | Truck Driver Shortage Increases the Importance of Hiring the | How-to Keep Fleet Insurance Premiums Low
substack.com,Substack,yc_directory,us,software_saas,ecommerce,,60,5,5,2,2,en,24,The Substack Christmas Gift Guide | New on Substack: Publishing tools for teams | New: Add sections to your publication
dexatel.com,Dexatel,ft1000_wayback:20220301043147,eu,software_saas,Technology,,60,5,5,5,4,en,48,Check to See What the Clear Point of Difference in Mobile Ma | Why Use SMS Notifications For Your Business? | Text Messaging Service for Schools: Everything You Need to K
govpredict.com,GovPredict,yc_directory,us,software_saas,saas,,57,5,5,2,2,en,23,Evidence and Policy Decisions: Report from American Enterpri | ASAE American Associations Day “Fly-In” A Success Thanks to  | GovPredict Launches Massive Upgrade to Moneyball
foster.co,Foster,yc_directory,us,ecommerce_retail,ecommerce,,49,5,5,4,4,en,39,Foster | Foster | Foster
atlassian.com,Bamboo,g2.com_wayback,other,devtools,Continuous Integration,,45,5,5,4,4,en,36,Confluence 101: 5 Things to Try in Confluence Mobile | Git: automatic merges with server side hooks (for the win!)  | What is version control: centralized vs. DVCS - Work Life by
ntechlab.com,NtechLab,ft1000_wayback:20220301043147,eu,software_saas,Technology,,42,5,5,5,5,en,42,Facial Recognition against COVID-19 - NtechLab | NtechLab | Dark Data: How to use 100% of Information - NtechLab | Ntech | Facial recognition video analytics is evolving. Trends in 20
meridianpacificproperties.com,Meridian Pacific Properties,inc.com_api_i5list,us,services_other,Real Estate,,42,5,5,3,2,en,17,Investment Strategy | The Evolution of a Property Management Company | Residential Real Estate Investment Makes a Comeback - www.me
dataform.co,Dataform,yc_directory,eu,devtools,saas,,40,4,4,3,3,en,30,Converting Looker PDTs to the Dataform framework | Building the Dataform VS Code extension | How we store protobufs in MongoDB
actionbehavior.com,Action Behavior Centers,inc.com_api_i5list,us,health,Health Services,,39,5,5,4,3,en,23,Famous People With ASD | 14 Tips from Autism Experts and Parents in the Autism Commun | Applied Behavior Analysis (ABA) or Preschool Program for Chi
tropicalgardenslandscape.com,Tropical Gardens Lawn and Landscape,inc.com_api_i5list,us,services_other,Construction,,37,5,5,5,5,en,37,"Gas Fire Pits vs. Wood-Burning Fire Pits Sunday, January 17, | 4 Of The Latest Trends In Landscape Lighting Thursday, May 0 | 3 Steps to Designing the Perfect Raised Garden Bed Wednesday"
resnickroof.com,Resnick Roofing & Contracting,inc.com_api_i5list,us,services_other,Construction,,36,5,5,2,2,en,14,"Resnick Roofing & Contracting is named Best of the Best by T | Resnick Roofing & Contracting, LLC to Attend the 2020 Pittsb | Resnick Roofing & Contracting LLC Ranks No. 916 on the 2019 "
peakflo.co,Peakflo,yc_directory,us,fintech_insurance,fintech,,33,4,4,4,4,en,33,"What are Smart Invoice Reminders, and How to Automate Them?  | Calculating Your Accounts Receivable Collection Period - Ach | What are Invoice Reminders, and How to Automate Them? - Achi"
lumaforge.com,LumaForge,inc.com_api_i5list,us,services_other,Computer Hardware,,32,5,5,4,3,en,19,Backup & Archive Your Video Projects | Video Marketing 101 | 4 Steps To Incorporating Video Into Your Brand Strategy
nickelandsuede.com,Nickel & Suede,inc.com_api_i5list,us,ecommerce_retail,Consumer Products,,32,5,5,3,2,en,13,Autumn Reverie Collection | Such Great Brights | How To Style Pink Desert
safelifedefense.com,Safe Life Defense,inc.com_api_i5list,us,ecommerce_retail,Manufacturing,,32,5,5,3,3,en,19,New Product Release: Introducing the Ultimate Triple Mag Pou | Certified Means Safe: Testing Matters MORE Than You Think | Protective Police Equipment Funding: What a Vest Partnership
moresurfacecare.com,MORE Surface Care,inc.com_api_i5list,us,ecommerce_retail,Consumer Products,,31,5,5,4,2,en,12,How to Care for Your Natural Stone Countertops During the CO | Pre-Cast vs. Cast-In-Place Concrete Countertops | How To Clean Luxury Vinyl Flooring 101
azinsulation.com,Barrier Insulation & Energy,inc.com_api_i5list,us,services_other,Consumer Products,,30,5,5,5,5,en,30,Best Insulation For Hot Climates - Barrier Insulation Blog | Best Type Of Insulation For Basement Walls | Best Type Of Insulation For Basement Walls
xevant.com,Xevant,inc.com_api_i5list,us,health,Software,,28,4,4,4,4,en,28,"4 Ways Predictive Analytics in Healthcare is Improving Patie | How Biosimilars are Improving Drug Spending - Xevant | 30 Years of PBM Evolution: The Good, The Bad, The Revolution"
infoverity.com,Infoverity,inc.com_api_i5list,us,services_other,Business Products & Services,,28,5,5,4,4,en,22,Upgrading to Informatica MDM 10 | Blog | Well Head Intelligence With Big Data in Shale - Infoverity
hypotenuse.ai,Hypotenuse AI,yc_directory,us,software_saas,ecommerce,,27,5,5,5,5,en,27,Product Description Generators: Write SEO Product Descriptio | Writing social media posts? Here's how you can give your bra | Omnichannel Marketing Automation at Every Stage of the Conve
supertokens.com,SuperTokens,yc_directory,us,devtools,devtools,,27,5,5,5,5,en,27,Implementing a forgot password flow (with pseudo code) | Cookies vs Localstorage for sessions – everything you need t | What is Roles-Based Access Control (RBAC)??
bottomless.com,Bottomless,yc_directory,us,ecommerce_retail,ecommerce,,27,5,5,3,3,en,16,Michael's Coffee Journey | A customer who saves each bag and frames it. | The 23 Best Uses of Your Coffee Time | Bottomless
proofed.com,Proofed,inc.com_api_i5list,us,services_other,Business Products & Services,,26,5,5,2,2,en,10,Our successful crib to big bed move | 6 Free (and Awesome) Baby Proofing Resources | How to baby proof baby teeth
ebsassociates.com,Ebs Associates,inc.com_api_i5list,us,fintech_insurance,Financial Services,,26,5,5,2,2,en,10,"QuickBooks Portable File - Statement Writer | ebs Associates | Customize Form Templates Archives | ebs Associates, Inc. | QuickBooks Portable File - Restoring QuickBooks Loan Manager"
buzzybooth.com,BuzzyBooth,inc.com_api_i5list,us,services_other,Business Products & Services,,25,5,5,3,2,en,10,How to Effectively Market your Dental Practice | Case Study: How Contact Collection Rocketed Hurricane's Dail | Case Study: How Automated Review Requests Transformed This R
